user_id,total_spend,count_saved_items,loyalty_credits,batch_id
8195,2662,36,263,2948
8196,2804,19,156,2071
10,2862,48,660,2019
8203,2231,49,866,2231
8206,2731,23,446,2367
8207,2971,43,929,2469
8208,2070,47,6,2542
8209,2803,33,808,2792
8213,2220,20,421,2510
8219,2007,41,704,2745
8221,2082,31,981,2259
8222,2453,29,311,2394
32,2365,37,153,2708
33,2253,40,914,2913
8227,2450,13,250,2699
8231,2806,41,56,2294
42,2187,28,59,2759
46,2937,36,707,2526
8239,2370,33,774,2207
8240,2611,21,231,2937
50,2460,2,21,2593
8243,2248,16,435,2683
8246,2218,22,369,2229
55,2829,30,945,2059
8202,2499,17,224,2311
8254,2259,49,456,2546
63,2100,31,820,2617
65,2473,7,233,2312
8261,2982,27,670,2992
70,2069,43,432,2743
8265,2767,4,938,2003
8267,2888,39,327,2727
76,2083,45,419,2855
86,2087,24,401,2278
88,2602,14,943,2247
90,2974,43,368,2107
91,2204,7,447,2250
8284,2704,47,25,2617
93,2451,7,782,2840
8289,2650,24,587,2795
98,2632,37,741,2969
8292,2160,39,104,2459
8293,2910,34,351,2588
103,2554,48,761,2675
8296,2305,38,337,2218
8301,2854,7,927,2266
8303,2606,18,819,2155
8306,2733,41,95,2117
115,2820,6,449,2257
8308,2664,42,749,2908
9577,2521,2,799,2242
8312,2741,30,80,2812
122,2215,46,140,2270
8317,2694,14,621,2627
126,2418,14,990,2937
8319,2964,19,924,2383
129,2733,17,4,2133
131,2629,17,566,2774
134,2377,0,506,2177
8328,2201,27,423,2124
139,2311,34,855,2061
144,2419,35,124,2430
8339,2450,4,230,2968
150,2999,15,467,2106
8347,2592,14,111,2266
8348,2313,23,806,2382
157,2780,50,193,2145
160,2750,50,489,2832
8353,2887,36,881,2788
162,2049,42,50,2376
165,2570,25,991,2266
166,2019,31,811,2709
168,2637,16,389,2725
170,2698,40,680,2039
171,2050,12,278,2878
172,2245,2,330,2668
8365,2694,9,113,2770
8366,2256,44,42,2059
8367,2240,26,428,2959
179,2338,45,536,2377
181,2561,8,552,2654
8374,2771,25,234,2993
184,2003,46,299,2953
186,2043,32,142,2277
8379,2190,18,509,2873
8380,2744,34,370,2989
189,2448,7,959,2152
190,2982,17,196,2807
8387,2265,38,69,2616
8390,2421,21,355,2979
8394,2042,26,898,2240
205,2778,1,755,2812
206,2624,35,582,2516
208,2808,31,551,2349
8401,2177,19,194,2676
212,2096,42,922,2774
8407,2906,27,719,2504
8409,2350,3,515,2941
8412,2993,47,182,2314
221,2538,37,73,2627
8419,2555,20,723,2629
229,2145,48,549,2291
8422,2104,45,620,2833
8423,2799,19,471,2003
233,2949,24,355,2630
8427,2149,24,150,2783
236,2402,5,856,2496
240,2119,38,744,2730
8434,2294,13,110,2605
8437,2761,10,807,2896
8440,2506,23,668,2360
250,2576,47,312,2801
251,2991,41,609,2095
253,2993,36,884,2429
255,2427,19,946,2873
256,2888,49,96,2042
265,2028,38,102,2231
8459,2256,42,171,2600
268,2758,19,513,2307
8461,2021,25,461,2148
273,2564,30,54,2608
274,2582,32,512,2361
8467,2315,21,854,2468
278,2134,32,299,2213
8473,2485,26,941,2433
8475,2979,28,288,2870
8477,2823,43,318,2607
286,2317,37,610,2503
8481,2609,1,819,2677
290,2633,24,572,2797
8483,2866,6,409,2264
292,2955,22,962,2146
294,2671,30,647,2863
296,2189,1,102,2584
8466,2424,12,992,2306
301,2554,49,54,2742
8495,2667,19,834,2826
304,2392,28,603,2164
306,2448,30,662,2697
8499,2056,28,817,2713
308,2285,18,227,2678
8502,2735,15,471,2377
9609,2196,29,328,2171
8507,2612,48,797,2563
8509,2854,9,427,2211
8510,2186,19,713,2731
8511,2971,27,249,2468
320,2950,47,197,2318
321,2846,34,649,2692
8516,2020,6,790,2309
325,2937,47,159,2031
326,2105,50,981,2006
327,2719,17,270,2349
8520,2049,36,622,2166
330,2538,45,126,2780
8531,2369,37,812,2157
342,2390,26,866,2162
8537,2905,12,548,2083
8539,2941,10,814,2240
350,2932,42,65,2517
351,2905,3,60,2451
352,2105,34,499,2123
354,2438,38,618,2398
355,2310,28,506,2399
357,2467,1,733,2874
8551,2842,7,336,2183
8553,2240,36,845,2406
366,2898,6,921,2406
367,2431,24,449,2467
368,2997,33,649,2334
374,2981,26,590,2100
8570,2787,27,420,2768
379,2912,3,112,2082
381,2555,26,42,2297
382,2282,0,246,2135
383,2119,35,48,2578
8577,2030,31,211,2808
389,2411,37,836,2426
8257,2404,31,119,2520
8584,2369,4,660,2101
393,2371,31,387,2805
8587,2152,39,847,2496
396,2234,28,376,2007
400,2794,22,754,2122
404,2560,1,699,2232
8597,2560,49,79,2273
8600,2914,24,244,2425
9626,2932,42,78,2909
418,2613,4,881,2061
419,2685,12,709,2570
8262,2863,14,397,2620
422,2935,41,428,2061
425,2407,5,644,2882
430,2965,8,526,2749
435,2431,29,408,2837
436,2658,48,992,2977
437,2694,6,929,2256
8631,2492,43,462,2850
8637,2036,10,519,2009
446,2712,4,152,2187
451,2264,23,168,2615
8644,2448,16,422,2118
8645,2930,34,231,2254
8268,2177,3,863,2294
458,2084,17,941,2466
462,2699,47,925,2402
465,2049,48,841,2670
466,2283,17,597,2243
467,2858,27,760,2927
8660,2041,35,533,2406
8662,2077,20,758,2731
471,2778,37,263,2101
472,2206,44,874,2345
475,2583,30,952,2786
8670,2155,27,931,2199
483,2294,7,375,2714
486,2372,2,644,2361
8679,2563,0,312,2470
488,2207,37,858,2264
491,2865,39,222,2754
493,2467,3,462,2796
494,2893,29,16,2533
501,2703,41,967,2955
502,2590,21,845,2845
503,2211,16,341,2090
