user_id,total_spend,count_saved_items,loyalty_credits,batch_id
8194,3169,14,123,3456
6,3907,11,659,3202
7,3561,16,694,3157
8,3340,17,289,3489
11,3626,41,454,4375
12,3351,21,146,4204
13,3846,28,376,3613
23,3284,15,156,3886
26,3481,36,544,4134
8219,3485,49,408,4017
28,3412,40,127,3692
8222,3477,24,95,3415
8224,3004,47,528,4337
33,3169,39,185,3136
39,3359,50,719,3038
40,3664,30,33,3362
42,3995,18,8,3779
8236,3655,45,716,3874
8239,3448,15,11,3567
49,3868,23,630,3562
8242,3428,0,157,3455
51,3726,2,577,4309
54,3658,43,317,3188
55,3628,4,391,3887
56,3677,13,849,4437
60,3870,14,19,3021
63,3292,9,189,4485
9002,3014,36,926,4143
8258,3784,21,638,4480
8262,3900,50,929,3837
71,3153,47,272,4451
8267,3402,11,394,4277
8272,3623,41,437,3689
8273,3890,34,41,3293
8275,3077,43,449,3077
85,3414,2,184,3396
86,3417,8,341,3964
87,3373,5,627,4079
8286,3513,33,246,3421
96,3489,29,603,3146
8291,3635,19,305,3466
100,3547,28,138,4042
8293,3980,13,999,3212
8302,3920,17,287,3866
8303,3376,3,266,3056
114,3174,15,928,4233
115,3683,5,948,4428
8310,3569,2,640,3845
119,3876,43,125,4221
120,3988,23,245,3853
121,3482,22,953,4350
122,3997,39,727,3043
123,3310,22,478,3263
8319,3285,41,320,3677
8320,3943,7,300,3348
8321,3152,36,213,4101
133,3152,40,513,3545
135,3391,34,267,4255
8328,3340,16,218,3441
138,3540,38,287,3218
139,3559,48,510,4134
8337,3242,16,778,3122
146,3840,35,246,4109
8339,3818,50,884,4237
8342,3096,0,31,3641
152,3971,10,49,3521
8345,3685,11,944,3207
155,3196,47,333,3951
8350,3069,22,578,4490
160,3080,7,534,3519
161,3802,45,931,4092
163,3474,31,294,3857
8357,3023,49,534,3030
8360,3261,47,407,4220
8361,3302,30,278,4023
170,3365,36,186,3676
8363,3605,25,94,3745
8365,3369,49,278,3922
8366,3576,46,570,3385
9587,3943,33,425,3674
183,3565,16,452,4228
8376,3209,18,875,3771
8379,3759,2,885,4344
189,3574,28,202,3491
192,3776,38,555,3911
8388,3032,40,137,4334
9590,3526,44,715,4359
8392,3239,41,578,3241
8394,3606,9,905,3491
203,3888,2,583,3930
204,3598,50,179,3623
205,3782,2,71,3587
8398,3722,41,243,3287
8400,3856,47,279,4121
210,3583,47,494,3959
8403,3286,35,585,3753
8410,3630,8,201,4211
219,3289,32,131,3221
222,3650,45,397,3418
229,3613,47,299,3309
8426,3183,23,316,4481
235,3372,24,191,3268
8428,3076,3,146,3695
8431,3786,46,355,3738
241,3050,50,98,3101
8434,3376,28,132,3918
8435,3880,36,805,3182
247,3717,2,189,3851
248,3350,9,98,3997
8441,3504,32,8,4103
8449,3688,12,258,4326
8451,3178,45,848,3396
8456,3770,29,395,3785
8457,3063,10,884,3529
267,3839,47,789,3845
269,3891,4,127,3222
273,3457,0,355,3035
275,3472,28,833,3244
8470,3426,42,703,3484
8472,3565,2,955,3241
8474,3407,46,178,3818
8482,3007,1,662,3234
293,3505,2,86,3927
294,3497,0,772,4273
296,3391,21,754,4159
8489,3892,11,767,3318
299,3653,5,397,3410
8492,3801,12,445,4462
301,3870,15,456,3384
302,3184,9,343,3861
8496,3973,25,238,4218
8499,3754,44,397,4450
8500,3204,33,818,4439
8501,3755,44,358,4329
8502,3100,29,356,3974
8504,3585,29,104,4321
313,3782,21,578,4290
315,3440,3,293,3275
8509,3277,21,687,3390
320,3018,37,84,3487
323,3319,32,921,4252
324,3972,20,651,3979
325,3955,16,790,3107
327,3740,38,695,3703
328,3864,1,887,3223
330,3106,21,513,3384
8523,3044,50,753,3551
332,3854,13,124,4252
8525,3469,45,249,3573
8526,3176,18,446,4368
335,3109,38,417,4332
340,3260,21,309,4124
343,3961,27,249,3746
345,3935,0,902,3231
8538,3926,32,201,3281
347,3040,13,70,3994
348,3869,27,816,3676
349,3859,27,174,3463
350,3237,25,399,3757
351,3432,43,853,3656
352,3381,45,719,3616
354,3420,50,293,3529
8550,3234,40,110,3626
365,3859,49,235,3968
8558,3720,46,838,3681
369,3763,4,973,3915
8562,3535,8,843,3107
8564,3961,33,197,4273
8565,3433,21,55,3959
374,3948,12,488,3190
8573,3868,33,349,3447
8574,3458,15,666,4369
8577,3496,8,585,3597
8586,3548,4,582,3052
8588,3416,37,732,3257
398,3932,28,755,4214
8595,3436,40,339,3454
8598,3304,1,944,4193
8604,3586,7,516,4413
414,3748,31,507,3266
420,3003,9,266,3428
8613,3762,27,641,4265
424,3184,43,964,3657
8618,3757,24,269,3740
432,3373,39,124,4444
433,3051,35,743,3600
434,3106,3,456,3299
8627,3796,2,658,4226
437,3837,39,268,4029
8630,3376,1,609,3229
8634,3688,4,218,4096
448,3457,0,353,3045
8641,3804,11,540,4312
8642,3146,17,366,4139
9835,3780,34,69,3699
452,3377,9,651,3818
8645,3295,44,413,4223
8648,3696,34,910,3909
458,3074,46,387,3034
459,3126,49,285,3868
467,3233,41,131,3718
468,3450,28,247,3335
8662,3435,22,154,3331
471,3567,44,400,4476
472,3127,20,847,4298
477,3780,27,135,3731
8671,3917,33,463,3425
8672,3211,49,455,3486
483,3461,20,271,3003
486,3063,48,700,3509
8682,3303,7,322,4372
8683,3108,45,395,4033
8685,3452,2,751,4422
494,3240,3,578,3326
495,3940,13,257,3015
8690,3070,25,684,3331
501,3362,5,311,4182
502,3227,13,538,4272
8695,3152,12,385,4296
8697,3048,11,496,4327
8698,3612,12,44,3034
508,3515,49,274,4466
514,3053,30,49,3472
8709,3199,13,919,4132
8711,3110,10,722,4370
8712,3942,0,417,3053
8714,3863,31,426,3310
8279,3180,18,654,3359
524,3473,20,827,4433
526,3056,25,469,3670
528,3535,4,753,3958
532,3330,39,599,4217
533,3657,50,453,3103
8544,3184,41,222,4162
545,3226,20,201,3116
549,3570,34,772,3111
8744,3096,1,875,4148
8745,3645,4,351,4302
8746,3276,33,925,3617
8747,3572,34,921,3471
8750,3466,8,150,4124
559,3976,12,917,3007
8752,3401,8,118,3323
561,3171,6,519,3217
563,3538,36,188,3997
8756,3746,21,471,4461
565,3838,43,213,3373
8760,3123,14,165,4268
570,3547,46,744,3247
571,3634,13,127,4175
8764,3657,49,49,3812
573,3718,9,377,3770
8766,3729,1,757,3122
8769,3848,42,300,4022
579,3705,30,492,3256
582,3880,11,279,3039
8778,3670,47,277,4238
587,3692,50,632,3784
8783,3765,18,740,3190
8784,3379,27,445,4413
595,3033,9,553,3734
596,3262,5,994,4146
599,3264,10,672,3234
8792,3677,50,140,4185
8292,3127,23,107,4220
603,3735,40,597,4238
8797,3242,22,379,3314
607,3621,27,134,3091
608,3603,0,174,3944
609,3646,33,656,3307
614,3798,20,258,3924
8808,3867,47,87,4240
9660,3398,32,975,3715
618,3014,19,6,4229
8814,3607,36,730,3869
624,3307,3,745,4376
625,3122,2,655,4490
8820,3338,26,509,3683
630,3362,37,763,3447
631,3434,44,322,3505
637,3539,40,294,4068
638,3865,43,88,3985
9664,3730,13,321,3457
642,3105,30,539,3741
645,3010,45,769,3520
8840,3346,4,286,3732
8841,3070,19,188,3450
650,3470,28,330,3526
8843,3441,50,573,3738
652,3433,33,560,3327
654,3747,16,179,3159
661,3634,2,318,3367
663,3433,7,69,3600
8862,3335,39,207,3781
8864,3185,43,198,4108
677,3607,43,824,3479
679,3128,21,941,3038
680,3828,11,799,4065
8873,3015,16,306,3200
684,3797,2,330,4433
686,3978,44,179,4196
688,3688,40,437,4460
8881,3610,9,103,3119
692,3461,27,138,3807
8885,3177,47,402,3302
694,3981,20,187,3123
696,3228,39,415,3500
8891,3161,50,538,4207
8892,3007,18,104,3392
8895,3419,9,4,3455
705,3749,23,504,3406
8899,3553,16,970,3370
8902,3927,28,184,4182
714,3976,8,489,4065
8311,3478,41,354,3019
8908,3347,40,654,3801
8911,3598,18,175,3443
721,3520,48,927,4270
722,3340,43,249,3699
724,3832,50,55,4066
8313,3903,48,715,3125
8926,3938,11,938,3882
8927,3608,2,637,4498
8928,3553,44,331,4331
8315,3848,15,656,3668
740,3222,43,606,3221
741,3106,19,454,3807
742,3470,15,179,3327
743,3832,49,848,4356
750,3747,1,738,3901
8945,3366,37,282,3259
9683,3863,0,713,3633
756,3599,38,732,3525
8949,3570,46,104,4110
8951,3296,34,975,3145
8953,3521,15,830,4290
762,3485,7,496,3056
8956,3147,22,160,4289
8957,3083,10,103,3008
770,3488,48,406,3881
8964,3367,25,482,3406
8966,3100,43,501,4496
777,3360,41,91,3284
9687,3218,34,994,3767
8972,3266,33,396,4202
8973,3530,15,73,4261
8975,3298,14,71,4041
8978,3430,30,955,3852
787,3332,37,362,4231
8980,3362,16,993,3902
8985,3679,5,379,4160
8986,3138,48,913,3480
795,3190,5,377,3703
796,3612,6,105,4465
797,3809,13,615,3552
798,3937,26,271,3712
800,3072,8,148,3651
804,3907,36,41,4209
808,3735,43,732,3094
810,3483,1,380,3940
9003,3012,43,659,3953
812,3307,17,492,3034
9005,3386,21,96,4174
9007,3789,25,77,4489
816,3624,0,676,4316
818,3741,12,121,4390
9014,3646,12,216,3172
9015,3643,6,868,4359
832,3367,31,591,3644
836,3590,9,187,3475
838,3301,25,784,4395
842,3841,15,37,3693
845,3263,19,177,4433
9039,3745,4,347,3374
9041,3780,25,828,4177
9044,3851,9,227,4017
855,3314,36,965,3906
9052,3096,24,569,4244
9053,3003,43,245,4467
862,3256,2,276,3851
9056,3186,31,199,3667
9060,3287,39,671,3732
870,3009,27,124,3493
871,3572,43,587,4297
872,3020,34,200,3895
876,3955,3,344,4090
8338,3053,21,753,4274
879,3600,17,596,3122
880,3159,33,802,4026
885,3484,19,258,4411
886,3746,26,182,3406
887,3327,36,230,3057
889,3071,8,955,4302
890,3648,31,682,3243
893,3576,33,68,3035
896,3637,49,947,4237
897,3578,7,909,3037
9093,3396,16,438,4014
904,3347,42,420,3866
905,3280,45,203,3280
9099,3284,26,129,3036
9102,3487,48,239,3309
911,3803,38,371,3308
912,3636,13,988,3754
9106,3612,5,637,4079
9109,3184,45,556,4287
9111,3076,4,504,3039
9116,3399,32,141,4112
925,3807,9,749,3498
929,3280,2,317,3510
9122,3127,16,566,3300
931,3017,37,787,4169
9124,3037,3,563,3640
934,3575,10,808,4351
936,3209,31,277,3692
9714,3923,8,510,3548
9134,3719,45,808,3276
9135,3218,23,941,3464
9136,3614,5,689,4384
946,3748,29,446,4393
9139,3454,23,913,3258
9140,3733,17,699,3980
9142,3150,25,647,4104
9144,3470,3,541,3448
953,3190,49,614,4453
957,3662,46,308,3682
962,3990,15,122,3039
963,3695,35,715,4065
9157,3405,12,521,4445
966,3014,23,945,3438
9168,3807,0,757,3688
9173,3792,0,603,4064
983,3447,15,471,3599
985,3843,30,745,3862
986,3857,23,645,3001
9180,3575,30,179,3618
9182,3691,34,502,3815
991,3402,21,987,4402
9184,3637,9,176,3923
9185,3465,18,458,3467
996,3278,40,13,3732
9191,3916,5,716,3661
1000,3616,8,967,4453
9193,3302,5,505,3292
1004,3328,20,845,3009
9204,3338,22,518,4048
9209,3898,49,915,4497
1018,3456,4,623,4120
1019,3861,8,826,3445
9218,3197,22,774,4332
9554,3040,24,804,4390
1032,3770,7,522,3307
9231,3423,37,316,3511
9233,3270,12,143,3834
9234,3121,6,723,3791
9235,3123,27,622,3107
1047,3016,32,54,4451
9246,3978,31,343,3266
1055,3389,7,526,3411
1057,3821,49,978,4252
9250,3890,13,62,3022
1059,3301,7,599,3817
1069,3911,3,654,4123
1071,3442,16,690,3024
1072,3146,20,730,3933
9265,3355,37,851,4182
1074,3916,47,416,4431
9268,3963,2,679,3521
1078,3724,10,557,4164
1079,3587,14,273,3439
1080,3603,26,533,4121
1081,3478,15,129,3394
9276,3715,37,115,4234
1085,3833,47,353,4107
9280,3128,44,484,3753
1092,3813,21,402,3071
1098,3697,7,913,3549
1102,3239,30,564,4443
9584,3111,37,611,4101
1108,3591,16,128,3037
9301,3718,38,840,4317
1110,3968,10,423,3624
9303,3932,38,533,4053
1117,3073,11,909,3184
9311,3446,9,799,4130
1120,3556,28,659,3501
1121,3182,30,693,3006
1125,3199,29,212,3580
9321,3580,31,270,4416
1131,3473,20,520,3964
9324,3285,38,667,3751
9326,3177,36,962,3910
