user_id,total_spend,count_saved_items,loyalty_credits,batch_id
8194,5105,40,402,6355
5,6755,3,360,7785
8198,6331,19,841,7210
8,6186,39,947,6789
10,5498,39,821,7966
13,6830,28,365,7719
14,6376,39,936,6676
16,6666,1,149,6204
18,5197,48,394,6957
8211,6007,4,221,6530
8213,5802,26,535,6194
25,6479,10,332,6664
8218,5510,19,478,6796
27,5377,10,955,7633
8222,6304,15,200,7234
8197,6210,42,856,7966
8224,5188,26,728,7498
34,5144,48,321,7734
9563,6221,13,978,7750
8228,5424,28,828,6735
39,5899,40,379,6318
41,5360,47,608,6354
8234,5497,50,296,6156
43,5845,4,160,7137
47,6654,3,136,6223
51,6640,40,46,7973
8244,6092,15,766,6547
53,6741,46,728,6010
54,5260,47,146,6123
56,5918,24,618,7124
58,6101,40,115,6725
8202,5344,15,8,7059
8257,5327,23,222,6059
66,6630,50,736,7396
67,5534,32,634,6334
72,6661,44,60,6316
8267,6696,41,986,7162
76,6447,20,523,7986
77,5283,41,872,7598
79,5978,20,944,7926
80,5622,34,367,6002
8273,5283,38,773,6907
82,6434,40,991,6957
8206,5480,30,688,7913
87,5070,12,64,6325
90,6812,32,849,7476
8283,6917,14,22,6010
97,5122,39,844,6888
8291,6192,42,495,6944
8293,5486,30,72,7584
8294,5875,8,149,7653
107,5825,22,277,7196
108,5198,31,697,6904
110,5366,2,476,6271
112,5839,32,686,7314
113,6423,21,123,6248
8308,5231,43,930,6806
8309,6612,26,199,6340
8311,6819,26,323,6553
8312,5511,6,589,6354
122,6438,28,857,7376
123,5254,47,722,6361
8319,6187,43,683,7194
128,5845,41,249,6982
129,6000,43,203,7002
8325,5864,39,666,6106
138,6258,15,971,7850
8332,5029,15,890,7319
8333,5673,20,836,6421
144,5061,44,508,6344
145,6369,22,974,7538
151,6705,7,52,7840
154,5651,29,580,7373
156,5303,46,829,6665
157,6987,47,169,6826
8352,6248,2,894,7589
163,5125,43,144,7651
8356,6093,9,397,7818
166,5288,28,984,7433
167,5200,4,417,6595
8360,5528,46,253,6930
172,5178,34,363,7355
173,5406,3,105,7133
175,6397,32,185,6199
178,5454,41,411,7081
183,5594,24,223,6229
184,6859,43,395,6165
185,6775,7,568,6943
8378,6657,45,957,6073
8379,5451,22,900,7913
189,6355,13,968,7078
8383,6119,23,805,7695
195,5879,26,10,6967
8391,5024,32,322,7268
200,6334,1,626,6202
201,6838,24,36,7536
8396,5423,28,977,7453
8398,6333,26,360,6265
8403,5484,33,99,6098
214,6332,11,878,7437
9593,5217,24,851,6461
216,6448,32,599,7939
8411,5894,40,660,6914
8413,5372,43,449,6449
222,5860,1,972,7467
224,5862,33,354,7580
226,6801,48,309,6454
8420,6012,33,234,6026
230,6336,7,513,6638
234,5855,43,199,6305
8427,6032,7,649,7145
8430,6031,33,278,7406
242,6246,28,586,6159
243,6432,37,581,6558
244,6931,17,819,7052
8438,6268,43,224,7400
8440,6216,4,415,6128
8442,6090,47,151,7682
252,5585,24,889,6981
255,5595,11,590,6901
8450,6628,46,361,7906
8235,6615,42,435,6340
8459,5254,34,657,6987
268,5558,39,986,7203
8462,5704,19,280,6933
271,6893,49,232,7571
8465,6568,20,309,6345
9603,5400,16,898,7444
278,6442,6,424,6100
8239,6114,32,980,7755
285,5203,3,251,6717
8479,6945,29,154,6542
291,5675,24,207,7695
293,5554,32,759,6909
301,5577,0,165,6821
306,6283,42,222,6723
8243,6411,13,766,6491
8500,6176,1,938,7431
313,6458,37,579,6017
314,5683,19,235,6280
322,5602,27,662,7213
323,6265,26,5,7372
324,6166,28,856,7391
8246,6758,8,179,6537
8521,5375,14,954,6607
8522,5043,19,582,6134
8523,6427,39,631,7674
8524,5996,26,615,7863
337,5805,45,6,7262
8530,5038,44,102,7345
340,5738,23,196,7889
341,5601,0,204,6559
343,6965,23,348,7519
344,5128,11,780,6732
347,5528,0,256,7016
348,6779,24,759,6866
8541,5671,24,834,6300
8542,6797,13,696,6086
353,6912,35,271,6633
354,5018,16,550,7575
355,6589,4,953,6909
9617,5420,50,972,7459
363,6649,9,774,7597
8557,5990,35,90,6640
8561,5228,25,90,7098
8564,5628,23,325,7916
375,6947,5,132,7930
8568,5997,36,95,6335
8569,5563,4,878,6325
8570,6821,7,296,7466
8571,6412,23,164,7576
381,5433,1,522,7095
8576,6228,47,930,7938
385,6816,15,427,6184
8582,5550,47,885,6665
392,5928,34,768,6124
8586,6575,17,100,6804
395,6993,24,353,6159
396,5153,15,336,6669
8258,5855,44,109,7307
398,5893,8,606,6103
399,5812,0,513,6102
403,6395,15,758,6304
407,6948,5,308,7445
409,5166,23,193,7990
411,6053,46,236,7573
8604,5370,19,47,7829
8606,5226,17,63,6796
9627,5401,34,595,7908
421,5146,38,82,6876
8614,6466,25,361,7851
426,5114,4,374,7184
427,6471,3,671,6539
428,5778,7,707,6982
8621,6165,7,741,7917
8622,6629,35,753,6859
431,6591,24,653,6711
8624,6064,46,586,7322
434,5325,50,120,7584
435,5062,10,858,7114
8630,6941,30,133,7322
440,5027,29,349,6504
443,6544,49,227,7454
8636,5886,22,572,7331
447,5946,12,576,6829
451,6836,27,253,6823
452,6915,36,785,6575
8651,6658,20,294,6367
8653,5743,44,859,6175
466,5580,28,468,6952
468,5773,29,561,7704
471,6438,40,104,6153
475,6528,49,383,7478
8670,6101,25,733,7034
479,5571,37,142,7338
8272,5588,45,0,7274
484,5492,34,93,7939
485,6125,37,814,7172
8679,5465,30,361,7064
488,6829,2,267,6595
489,6712,11,240,6431
490,5903,23,183,6122
491,5273,5,701,6185
8687,5394,6,452,7556
497,5928,1,452,6607
498,6186,50,800,7896
8691,5212,0,625,6471
502,6138,47,571,6610
503,5569,24,493,6734
504,5673,35,466,6376
509,6374,41,842,6692
510,6449,45,769,7126
8277,5491,3,191,7497
8706,6818,36,938,6850
8713,6287,33,352,6711
8279,5739,16,679,6970
8717,5397,35,921,7878
8719,5702,29,888,6044
528,6357,37,560,6492
529,5624,22,258,6165
8723,5733,13,513,7562
8726,5352,21,992,7674
540,5310,20,290,7744
8282,5379,41,562,6806
8734,6834,33,442,6977
8737,6843,16,601,7128
546,5618,21,856,7210
8740,6124,11,962,7343
549,6813,29,568,6028
8744,5436,50,201,6687
555,6774,0,51,7430
558,6470,12,843,7572
561,6393,17,731,7563
8754,6637,34,758,7573
564,6299,50,575,7965
8757,6152,23,673,7103
566,5193,8,243,6496
567,6039,37,851,6223
568,6151,32,329,7728
8764,5414,28,840,7901
573,5792,0,128,7685
8767,5871,40,867,7235
578,5971,24,833,6497
579,5024,40,399,6551
8289,5302,49,452,6484
8776,6076,34,80,6952
8777,6373,44,280,7893
8779,6961,27,154,6399
8781,5432,41,402,6915
590,6048,39,780,7357
592,5263,19,879,6999
593,5851,5,950,6346
8788,6011,37,553,6578
8789,5648,47,603,7124
598,6626,12,963,7562
8791,6450,6,545,6049
600,6879,5,884,6773
603,6709,16,169,7304
8798,5774,12,26,7393
608,5115,44,915,7396
609,6174,22,265,6381
8803,6051,0,341,6373
9660,6608,16,20,6878
622,5895,12,618,6810
9661,5514,28,546,6740
624,6923,43,999,7625
627,5230,35,458,6441
633,6739,25,999,7911
634,5954,16,357,6762
635,6778,21,520,6996
8830,5586,3,62,7753
640,6594,26,427,6400
644,5568,44,538,7201
8840,5294,31,739,6178
8300,6391,16,156,7301
650,6567,8,486,7112
651,5138,27,804,6204
652,6440,29,654,7985
657,6008,24,295,6152
658,6345,24,656,6730
8853,6499,35,810,7440
662,6293,40,503,6859
9668,5818,43,195,6402
8861,6222,29,113,6479
8862,5215,1,762,6701
8864,5271,28,430,7014
8865,5687,39,134,7357
8866,5947,34,949,7796
8873,5093,29,870,6950
8874,6048,8,909,7736
8878,6736,35,271,6404
688,6572,41,244,7812
689,5184,38,120,7536
8884,5441,28,728,6896
693,5155,2,739,6458
8886,6472,2,958,6596
8887,5222,14,917,7350
8890,5697,28,678,7382
699,6726,46,518,6290
8892,5189,16,973,6292
702,5131,12,815,7722
8895,5674,18,74,6302
8901,5645,9,453,7138
8904,6060,37,346,7051
8905,6360,13,184,7765
714,6074,9,840,6545
716,5904,29,291,6765
8909,5817,22,355,7331
720,5256,37,44,7006
721,5698,24,163,6205
8914,5772,39,926,7186
8915,6069,44,12,7813
8916,5334,47,101,6543
726,5450,2,299,7553
8919,6430,8,734,7783
8926,5915,32,380,7556
737,6832,20,165,7544
8315,6047,41,315,6332
741,5584,6,798,6872
744,5870,26,828,7121
747,5496,4,210,6262
8944,5640,50,111,6451
8947,5906,45,2,7454
758,5515,19,258,7541
759,5585,5,451,6201
760,5142,13,686,6184
8953,5132,39,484,6684
8954,6994,41,550,7185
764,6730,12,719,6206
8957,5720,46,437,7656
8959,5865,18,44,6646
768,6146,44,646,7319
8966,5197,1,541,7248
8968,6339,44,261,6562
780,6884,47,206,6821
782,5332,9,524,7426
8975,6752,23,214,7098
784,5528,8,27,7641
8978,6099,41,881,7400
8979,6200,8,718,7327
8980,6201,49,83,7059
789,5151,2,789,7264
790,5925,4,239,6092
791,6986,28,823,7743
792,5670,16,629,7693
793,6159,8,878,7562
8993,6934,39,409,6812
8999,6231,15,278,6728
9000,6907,39,392,6710
811,6968,2,104,6940
822,6651,3,754,7205
823,5067,24,484,7506
9016,6692,17,607,7164
826,6009,28,942,6100
8330,5038,47,456,6623
832,6668,44,709,7459
833,6229,39,156,7090
9028,5845,16,170,6125
9030,6512,29,477,7848
9031,5338,29,607,7774
9032,5540,43,401,6439
843,6775,17,217,6560
9040,6035,47,24,7205
851,6582,21,936,7832
853,5083,40,551,6989
854,5236,24,732,6860
